requisition_id,job_title,department,location,seniority_level,requisition_template_id,target_hires,candidate_id,source_name,applied_at,reviewed_at,interviewed_at,offer_extended_at,offer_accepted,hire_date,skills,sla_met,reviewed,interviewed,offer_extended,hired,skills_parsed
REQ00087,Product Manager,Product,Remote,Senior,TMPL-PM-SR-001,1,REQ00087_C0420,Indeed,2024-11-07 02:55:06,2024-11-08 09:55:06,,,False,,"['AWS', 'Risk Assessment']",True,True,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0421,LinkedIn,2025-01-17 02:04:15,2025-01-17 15:04:15,,,False,,"['Risk Assessment', 'Microsoft PowerShell']",True,True,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0422,LinkedIn,2024-08-24 03:47:18,2024-08-24 14:47:18,,,False,,"['AWS', 'IT Support']",True,True,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0423,LinkedIn,2023-12-02 09:33:24,,,,False,,"['NIST Cybersecurity Framework', 'Incident Management']",False,False,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0424,LinkedIn,2025-02-26 22:37:23,,,,False,,['NIST Cybersecurity Framework'],False,False,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0425,LinkedIn,2023-12-11 02:55:13,2023-12-13 09:55:13,,,False,,"['Cloud Security', 'Incident Management']",False,True,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0426,LinkedIn,2024-09-27 21:34:20,2024-09-28 21:34:20,,,False,,"['NIST Cybersecurity Framework', 'Incident Management', 'Risk Assessment']",True,True,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0427,LinkedIn,2025-02-09 01:59:48,,,,False,,"['NIST Cybersecurity Framework', 'Incident Management', 'Risk Assessment']",False,False,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0428,LinkedIn,2025-02-23 17:50:25,2025-02-27 09:50:25,,,False,,['IT Support'],False,True,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0429,LinkedIn,2023-10-27 20:09:38,,,,False,,"['AWS', 'NIST Cybersecurity Framework']",False,False,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0430,LinkedIn,2024-06-21 07:12:48,2024-06-21 20:12:48,,,False,,"['Firewalls', 'Incident Management']",True,True,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0431,LinkedIn,2024-09-06 21:02:44,,,,False,,"['AWS', 'NIST Cybersecurity Framework', 'Incident Management']",False,False,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0432,Dice,2023-10-16 14:44:29,2023-10-19 18:44:29,2023-11-01 18:44:29,2023-11-08 18:44:29,True,2023-11-19 18:44:29,['AWS'],False,True,True,True,True,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0433,Dice,2024-11-25 19:15:20,2024-11-26 20:15:20,,,False,,"['AWS', 'NIST Cybersecurity Framework', 'IT Support']",True,True,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0434,Dice,2024-08-21 22:30:43,2024-08-25 03:30:43,,,False,,"['NIST Cybersecurity Framework', 'Firewalls', 'Risk Assessment']",False,True,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0435,Dice,2024-06-28 11:47:13,,,,False,,"['NIST Cybersecurity Framework', 'Firewalls', 'Incident Management']",False,False,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0436,Dice,2023-12-09 22:04:36,2023-12-12 06:04:36,,,False,,['IT Support'],False,True,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0437,Dice,2024-09-04 22:50:06,2024-09-06 01:50:06,,,False,,"['AWS', 'Firewalls', 'IT Support', 'Cloud Security', 'Risk Assessment', 'Microsoft PowerShell']",True,True,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0438,Dice,2024-02-20 19:13:43,2024-02-24 12:13:43,,,False,,"['NIST Cybersecurity Framework', 'Cloud Security']",False,True,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0439,Dice,2024-05-10 04:51:01,2024-05-12 08:51:01,,,False,,['IT Support'],False,True,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0440,Dice,2024-07-05 01:48:06,,,,False,,"['NIST Cybersecurity Framework', 'Cloud Security', 'Incident Management', 'Risk Assessment']",False,False,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0441,Dice,2024-04-29 06:10:09,2024-05-02 08:10:09,,,False,,['Firewalls'],False,True,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0442,Dice,2024-12-21 09:46:30,2024-12-21 19:46:30,2024-12-25 19:46:30,,False,,"['NIST Cybersecurity Framework', 'IT Support', 'Cloud Security']",True,True,True,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0443,GitHub,2025-02-06 22:51:59,2025-02-08 12:51:59,,,False,,"['AWS', 'NIST Cybersecurity Framework', 'Risk Assessment']",True,True,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0444,GitHub,2023-10-22 03:14:05,2023-10-24 14:14:05,,,False,,"['Risk Assessment', 'Microsoft PowerShell']",False,True,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0445,GitHub,2025-02-22 17:26:51,2025-02-22 21:26:51,,,False,,['IT Support'],True,True,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0446,GitHub,2024-11-11 07:52:50,2024-11-12 03:52:50,,,False,,"['AWS', 'Firewalls']",True,True,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0447,GitHub,2024-04-07 15:38:15,,,,False,,"['AWS', 'NIST Cybersecurity Framework', 'IT Support', 'Cloud Security', 'Incident Management']",False,False,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0448,GitHub,2025-01-25 00:40:30,2025-01-25 13:40:30,2025-02-04 13:40:30,,False,,"['NIST Cybersecurity Framework', 'Firewalls', 'Incident Management']",True,True,True,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0449,GitHub,2024-07-13 11:29:18,2024-07-17 08:29:18,,,False,,"['AWS', 'NIST Cybersecurity Framework', 'IT Support']",False,True,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0450,GitHub,2024-09-28 18:59:48,2024-09-29 07:59:48,,,False,,"['AWS', 'IT Support']",True,True,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0451,GitHub,2023-11-27 21:36:59,2023-11-29 14:36:59,,,False,,[],True,True,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0452,GitHub,2024-11-23 23:51:46,2024-11-24 05:51:46,,,False,,"['AWS', 'IT Support']",True,True,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0453,CyberSec Jobs,2023-12-07 05:59:45,2023-12-10 10:59:45,,,False,,"['NIST Cybersecurity Framework', 'Incident Management']",False,True,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0454,CyberSec Jobs,2025-02-11 16:08:48,2025-02-12 09:08:48,,,False,,"['IT Support', 'Cloud Security', 'Microsoft PowerShell']",True,True,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0455,CyberSec Jobs,2024-12-09 04:16:11,,,,False,,"['AWS', 'NIST Cybersecurity Framework', 'IT Support']",False,False,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0456,CyberSec Jobs,2025-01-12 09:14:54,2025-01-14 20:14:54,,,False,,"['AWS', 'Firewalls']",False,True,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0457,Internal,2024-05-29 10:08:52,2024-06-01 04:08:52,,,False,,"['Cloud Security', 'Incident Management']",False,True,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0458,Internal,2024-04-11 14:38:23,2024-04-15 04:38:23,,,False,,"['NIST Cybersecurity Framework', 'IT Support']",False,True,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0459,Internal,2024-11-26 06:01:41,2024-11-28 15:01:41,2024-12-08 15:01:41,,False,,"['AWS', 'NIST Cybersecurity Framework', 'Cloud Security', 'Microsoft PowerShell']",False,True,True,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0460,Internal,2024-03-15 23:09:19,,,,False,,['NIST Cybersecurity Framework'],False,False,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0461,Internal,2024-05-17 14:10:00,,,,False,,['Cloud Security'],False,False,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0462,Internal,2023-12-24 22:59:21,,,,False,,"['AWS', 'Firewalls', 'Incident Management']",False,False,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0463,Internal,2025-01-03 17:08:39,2025-01-07 05:08:39,,,False,,"['Firewalls', 'Incident Management']",False,True,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0464,Internal,2025-01-01 13:26:25,,,,False,,[],False,False,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0465,Referral,2024-05-19 02:46:08,2024-05-19 22:46:08,,,False,,"['AWS', 'Firewalls', 'Cloud Security']",True,True,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0466,Referral,2024-06-03 14:23:19,,,,False,,['Incident Management'],False,False,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0467,Referral,2024-07-06 17:22:30,,,,False,,['Firewalls'],False,False,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0468,Referral,2024-04-05 23:11:03,,,,False,,"['AWS', 'NIST Cybersecurity Framework']",False,False,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0469,Referral,2024-02-06 14:46:58,,,,False,,"['NIST Cybersecurity Framework', 'Microsoft PowerShell']",False,False,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0470,Referral,2024-09-04 01:38:18,,,,False,,"['Firewalls', 'Incident Management']",False,False,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0471,Referral,2025-01-02 04:55:20,2025-01-04 18:55:20,,,False,,['Risk Assessment'],False,True,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0472,Referral,2025-02-23 15:49:54,,,,False,,"['AWS', 'IT Support']",False,False,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0473,Indeed,2024-06-07 19:12:18,2024-06-11 17:12:18,,,False,,"['IT Support', 'Cloud Security', 'Risk Assessment']",False,True,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0474,Indeed,2024-01-17 04:17:29,,,,False,,['Incident Management'],False,False,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0475,Indeed,2025-02-17 23:02:43,2025-02-18 04:02:43,2025-03-02 04:02:43,,False,,"['NIST Cybersecurity Framework', 'IT Support', 'Cloud Security', 'Microsoft PowerShell']",True,True,True,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0476,Indeed,2024-12-15 23:53:13,2024-12-16 14:53:13,,,False,,"['NIST Cybersecurity Framework', 'IT Support']",True,True,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0477,Indeed,2024-06-30 22:49:26,,,,False,,['AWS'],False,False,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0478,Indeed,2025-03-01 16:54:26,2025-03-03 17:54:26,2025-03-12 17:54:26,2025-03-17 17:54:26,False,,"['Firewalls', 'IT Support', 'Cloud Security', 'Incident Management']",False,True,True,True,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0479,Indeed,2024-03-06 19:56:40,2024-03-06 20:56:40,,,False,,"['IT Support', 'Cloud Security']",True,True,False,False,False,
REQ00088,UX Designer,Design,Austin,Mid-level,TMPL-UX-MID-001,1,REQ00088_C0480,Indeed,2024-08-31 08:14:14,2024-09-02 04:14:14,,,False,,"['AWS', 'NIST Cybersecurity Framework', 'Firewalls', 'Risk Assessment']",True,True,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0481,LinkedIn,2024-11-12 11:59:04,2024-11-13 11:59:04,,,False,,"['AWS', 'IT Support']",True,True,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0482,LinkedIn,2024-09-07 21:42:20,,,,False,,"['AWS', 'NIST Cybersecurity Framework', 'Cloud Security']",False,False,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0483,LinkedIn,2024-12-01 06:59:08,,,,False,,['AWS'],False,False,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0484,LinkedIn,2024-01-31 03:31:58,,,,False,,['Microsoft PowerShell'],False,False,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0485,LinkedIn,2024-09-11 10:43:23,2024-09-12 03:43:23,,,False,,"['NIST Cybersecurity Framework', 'Firewalls', 'IT Support']",True,True,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0486,LinkedIn,2024-04-20 02:03:58,2024-04-21 20:03:58,,,False,,"['AWS', 'NIST Cybersecurity Framework', 'Firewalls', 'Cloud Security']",True,True,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0487,LinkedIn,2024-09-27 14:37:11,,,,False,,['IT Support'],False,False,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0488,LinkedIn,2024-11-09 14:20:19,2024-11-09 17:20:19,,,False,,"['AWS', 'Firewalls', 'Incident Management']",True,True,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0489,LinkedIn,2023-11-30 03:42:26,2023-12-02 23:42:26,,,False,,"['NIST Cybersecurity Framework', 'Firewalls']",False,True,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0490,LinkedIn,2024-08-01 22:04:18,2024-08-02 21:04:18,,,False,,['Firewalls'],True,True,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0491,LinkedIn,2025-02-13 19:35:36,,,,False,,"['AWS', 'Firewalls', 'Cloud Security']",False,False,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0492,Dice,2024-03-28 07:13:13,2024-03-29 19:13:13,,,False,,"['NIST Cybersecurity Framework', 'IT Support', 'Incident Management']",True,True,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0493,Dice,2024-06-14 02:36:16,2024-06-17 12:36:16,,,False,,"['AWS', 'IT Support']",False,True,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0494,Dice,2024-12-20 12:02:22,,,,False,,"['AWS', 'Microsoft PowerShell']",False,False,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0495,Dice,2024-09-12 18:36:37,2024-09-13 19:36:37,,,False,,"['Firewalls', 'IT Support', 'Incident Management']",True,True,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0496,Dice,2023-12-24 15:26:03,,,,False,,['Cloud Security'],False,False,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0497,Dice,2024-06-26 00:58:49,2024-06-29 06:58:49,,,False,,"['NIST Cybersecurity Framework', 'IT Support', 'Microsoft PowerShell']",False,True,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0498,Dice,2025-02-15 02:45:42,2025-02-17 03:45:42,,,False,,['AWS'],False,True,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0499,Dice,2023-12-07 10:54:41,2023-12-10 12:54:41,,,False,,"['AWS', 'IT Support', 'Incident Management', 'Microsoft PowerShell']",False,True,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0500,Dice,2024-08-16 13:28:20,2024-08-19 09:28:20,,,False,,"['Firewalls', 'Cloud Security', 'Incident Management']",False,True,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0501,Dice,2024-10-07 15:49:25,2024-10-09 10:49:25,,,False,,"['NIST Cybersecurity Framework', 'IT Support']",True,True,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0502,Dice,2024-11-19 23:04:51,2024-11-21 15:04:51,2024-12-03 15:04:51,2024-12-04 15:04:51,False,,['AWS'],True,True,True,True,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0503,GitHub,2024-08-03 22:23:51,2024-08-04 20:23:51,2024-08-17 20:23:51,2024-08-23 20:23:51,True,2024-09-06 20:23:51,"['AWS', 'Cloud Security']",True,True,True,True,True,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0504,GitHub,2024-11-08 04:40:48,,,,False,,"['Risk Assessment', 'Microsoft PowerShell']",False,False,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0505,GitHub,2024-06-25 07:04:28,2024-06-28 00:04:28,,,False,,[],False,True,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0506,GitHub,2024-09-07 15:10:12,2024-09-07 17:10:12,2024-09-12 17:10:12,,False,,['Risk Assessment'],True,True,True,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0507,GitHub,2025-01-08 13:52:00,2025-01-10 22:52:00,,,False,,[],False,True,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0508,GitHub,2024-03-15 02:46:23,2024-03-16 15:46:23,,,False,,"['NIST Cybersecurity Framework', 'Cloud Security']",True,True,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0509,GitHub,2024-12-23 23:55:08,2024-12-24 17:55:08,,,False,,"['Firewalls', 'IT Support', 'Incident Management']",True,True,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0510,GitHub,2025-01-21 16:36:31,,,,False,,"['AWS', 'IT Support', 'Risk Assessment']",False,False,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0511,GitHub,2024-04-13 18:35:11,2024-04-16 21:35:11,,,False,,"['AWS', 'Incident Management']",False,True,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0512,GitHub,2024-07-31 23:36:21,2024-08-03 15:36:21,,,False,,"['AWS', 'Firewalls', 'Microsoft PowerShell']",False,True,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0513,CyberSec Jobs,2024-04-11 09:02:30,2024-04-14 00:02:30,,,False,,"['AWS', 'IT Support', 'Risk Assessment']",False,True,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0514,CyberSec Jobs,2024-11-28 04:58:47,2024-12-02 02:58:47,,,False,,"['Firewalls', 'Cloud Security']",False,True,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0515,CyberSec Jobs,2024-12-31 11:13:52,2025-01-04 10:13:52,,,False,,['Cloud Security'],False,True,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0516,CyberSec Jobs,2024-04-22 03:09:30,,,,False,,['IT Support'],False,False,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0517,Internal,2024-10-16 11:14:05,2024-10-19 11:14:05,2024-11-01 11:14:05,,False,,"['AWS', 'IT Support', 'Cloud Security']",False,True,True,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0518,Internal,2024-02-20 23:37:52,2024-02-22 17:37:52,,,False,,"['AWS', 'IT Support', 'Cloud Security']",True,True,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0519,Internal,2023-11-02 15:58:15,2023-11-03 09:58:15,2023-11-16 09:58:15,,False,,"['NIST Cybersecurity Framework', 'IT Support', 'Cloud Security']",True,True,True,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0520,Internal,2024-03-15 20:57:51,2024-03-16 13:57:51,2024-03-21 13:57:51,2024-03-28 13:57:51,False,,"['AWS', 'NIST Cybersecurity Framework']",True,True,True,True,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0521,Internal,2024-09-29 09:38:03,,,,False,,['NIST Cybersecurity Framework'],False,False,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0522,Internal,2023-12-05 19:54:36,2023-12-06 19:54:36,,,False,,"['NIST Cybersecurity Framework', 'Firewalls']",True,True,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0523,Internal,2023-12-09 08:04:01,2023-12-12 09:04:01,,,False,,"['Firewalls', 'Cloud Security', 'Risk Assessment']",False,True,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0524,Internal,2024-03-16 19:57:15,2024-03-20 14:57:15,,,False,,['AWS'],False,True,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0525,Referral,2024-01-01 02:10:51,2024-01-03 11:10:51,,,False,,['AWS'],False,True,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0526,Referral,2023-12-25 09:29:08,,,,False,,"['Firewalls', 'Incident Management']",False,False,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0527,Referral,2024-06-02 05:42:22,2024-06-03 00:42:22,,,False,,['IT Support'],True,True,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0528,Referral,2024-08-10 06:35:55,2024-08-12 16:35:55,,,False,,"['AWS', 'IT Support', 'Cloud Security', 'Risk Assessment']",False,True,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0529,Referral,2024-09-27 01:16:43,2024-09-28 03:16:43,,,False,,"['NIST Cybersecurity Framework', 'Firewalls', 'IT Support', 'Cloud Security']",True,True,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0530,Referral,2024-02-25 17:37:57,2024-02-26 12:37:57,,,False,,"['AWS', 'NIST Cybersecurity Framework', 'Incident Management']",True,True,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0531,Referral,2023-10-30 12:56:58,,,,False,,['Risk Assessment'],False,False,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0532,Referral,2024-08-07 05:07:51,2024-08-08 05:07:51,,,False,,"['AWS', 'IT Support', 'Cloud Security', 'Incident Management']",True,True,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0533,Indeed,2024-05-07 10:17:47,2024-05-10 04:17:47,,,False,,"['AWS', 'Firewalls', 'Microsoft PowerShell']",False,True,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0534,Indeed,2024-04-25 04:31:56,2024-04-28 08:31:56,,,False,,['IT Support'],False,True,False,False,False,
REQ00089,Software Engineer,Engineering,San Francisco,Mid-level,TMPL-ENG-MID-001,1,REQ00089_C0535,Indeed,2024-09-20 23:48:32,2024-09-24 10:48:32,,,False,,['IT Support'],False,True,False,False,False,
