pers_num,term_dt,term_rsn,exit_classification,org_nm,job_lvl,tenure_band,location,period
E02086,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Raleigh,current
E02087,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Remote,current
E02088,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Austin,current
E02089,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Raleigh,current
E02090,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Remote,current
E02091,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Austin,current
E02092,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Raleigh,current
E02093,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Remote,current
E02094,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Austin,current
E02095,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Raleigh,current
E02096,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Remote,current
E02097,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Austin,current
E02098,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Raleigh,current
E02099,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Remote,current
E02100,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Austin,current
E02101,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Raleigh,current
E02102,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Remote,current
E02103,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Austin,current
E02104,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Raleigh,current
E02105,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Remote,current
E02106,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Austin,current
E02107,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Raleigh,current
E02108,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Remote,current
E02109,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Austin,current
E02110,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Raleigh,current
E02111,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Remote,current
E02112,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Austin,current
E02113,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Raleigh,current
E02114,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Remote,current
E02115,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Austin,current
E02116,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Raleigh,current
E02117,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Remote,current
E02118,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Austin,current
E02119,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Raleigh,current
E02120,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Remote,current
E02121,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Austin,current
E02122,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Raleigh,current
E02123,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Remote,current
E02124,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Austin,current
E02125,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Raleigh,current
E02126,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Remote,current
E02127,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Austin,current
E02128,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Raleigh,current
E02129,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Remote,current
E02130,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Austin,current
E02131,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Raleigh,current
E02132,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Remote,current
E02133,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Austin,current
E02134,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Raleigh,current
E02135,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Remote,current
E02136,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Austin,current
E02137,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Raleigh,current
E02138,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Remote,current
E02139,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Austin,current
E02140,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Raleigh,current
E02141,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Remote,current
E02142,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Austin,current
E02143,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Raleigh,current
E02144,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Remote,current
E02145,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Austin,current
E02146,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Raleigh,current
E02147,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Remote,current
E02148,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Austin,current
E02149,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Raleigh,current
E02150,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Remote,current
E02151,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Austin,current
E02152,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Raleigh,current
E02153,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Remote,current
E02154,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,0–2 years,Austin,current
E02701,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Raleigh,current
E02702,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Remote,current
E02703,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Austin,current
E02704,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Raleigh,current
E02705,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Remote,current
E02706,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Austin,current
E02707,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Raleigh,current
E02708,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Remote,current
E02709,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Austin,current
E02710,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Raleigh,current
E02711,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Remote,current
E02712,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Austin,current
E02713,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Raleigh,current
E02714,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Remote,current
E02715,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Austin,current
E02716,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Raleigh,current
E02717,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Remote,current
E02718,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Austin,current
E02719,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Raleigh,current
E02720,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Remote,current
E02721,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Austin,current
E02722,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Raleigh,current
E02723,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Remote,current
E02724,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Austin,current
E02725,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Raleigh,current
E02726,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Remote,current
E02727,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Austin,current
E02728,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Raleigh,current
E02729,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Remote,current
E02730,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Austin,current
E02731,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Raleigh,current
E02732,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Remote,current
E02733,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Austin,current
E02734,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Raleigh,current
E02735,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Remote,current
E02736,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Austin,current
E02737,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Raleigh,current
E02738,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Remote,current
E02739,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Austin,current
E02740,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Raleigh,current
E02741,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Remote,current
E02742,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Austin,current
E02743,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Raleigh,current
E02744,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Remote,current
E02745,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Austin,current
E02746,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Raleigh,current
E02747,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Remote,current
E02748,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Austin,current
E02749,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Raleigh,current
E02750,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Remote,current
E02751,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Austin,current
E02752,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Raleigh,current
E02753,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Remote,current
E02754,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Austin,current
E02755,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Raleigh,current
E02756,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Remote,current
E02757,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Austin,current
E02758,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Raleigh,current
E02759,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Remote,current
E02760,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Austin,current
E02761,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Raleigh,current
E02762,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Remote,current
E02763,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Austin,current
E02764,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Raleigh,current
E02765,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Remote,current
E02766,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Austin,current
E02767,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Raleigh,current
E02768,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Remote,current
E02769,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Austin,current
E02770,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Raleigh,current
E02771,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Remote,current
E02772,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Austin,current
E02773,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Raleigh,current
E02774,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Remote,current
E02775,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Austin,current
E02776,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Raleigh,current
E02777,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Remote,current
E02778,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Austin,current
E02779,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Raleigh,current
E02780,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Remote,current
E02781,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Austin,current
E02782,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Raleigh,current
E02783,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Remote,current
E02784,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Austin,current
E02785,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Raleigh,current
E02786,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Remote,current
E02787,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Austin,current
E02788,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Raleigh,current
E02789,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Remote,current
E02790,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Austin,current
E02791,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Raleigh,current
E02792,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Remote,current
E02793,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Austin,current
E02794,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Raleigh,current
E02795,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Remote,current
E02796,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Austin,current
E02797,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Raleigh,current
E02798,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Remote,current
E02799,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Austin,current
E02800,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Raleigh,current
E02801,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Remote,current
E02802,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Austin,current
E02803,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Raleigh,current
E02804,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Remote,current
E02805,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Austin,current
E02806,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Raleigh,current
E02807,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Remote,current
E02808,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Austin,current
E02809,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Raleigh,current
E02810,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Remote,current
E02811,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Austin,current
E02812,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Raleigh,current
E02813,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Remote,current
E02814,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Austin,current
E02815,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Raleigh,current
E02816,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Remote,current
E02817,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Austin,current
E02818,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Raleigh,current
E02819,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Remote,current
E02820,2026-04-15,Voluntary resignation,Voluntary,Engineering,L5–L6,2–4 years,Austin,current
E03501,2026-04-15,Retirement,Retirement,Engineering,L5–L6,5+ years,Austin,current
E03502,2026-04-15,Retirement,Retirement,Engineering,L5–L6,5+ years,Raleigh,current
E03503,2026-04-15,Retirement,Retirement,Engineering,L5–L6,5+ years,Remote,current
E03504,2026-04-15,Retirement,Retirement,Engineering,L4,5+ years,Austin,current
E03505,2026-04-15,Retirement,Retirement,Engineering,L7+,5+ years,Raleigh,current
E03506,2026-04-15,Retirement,Retirement,Engineering,L5–L6,5+ years,Remote,current
E03507,2026-04-15,Retirement,Retirement,Engineering,L5–L6,5+ years,Austin,current
E03508,2026-04-15,Retirement,Retirement,Engineering,L5–L6,5+ years,Raleigh,current
E03509,2026-04-15,Retirement,Retirement,Engineering,L4,5+ years,Remote,current
E03510,2026-04-15,Retirement,Retirement,Engineering,L7+,5+ years,Austin,current
E03511,2026-04-15,Retirement,Retirement,Engineering,L5–L6,5+ years,Raleigh,current
E03512,2026-04-15,Retirement,Retirement,Engineering,L5–L6,5+ years,Remote,current
E03513,2026-04-15,Retirement,Retirement,Engineering,L5–L6,5+ years,Austin,current
E03514,2026-04-15,Retirement,Retirement,Engineering,L4,5+ years,Raleigh,current
E03515,2026-04-15,Retirement,Retirement,Engineering,L7+,5+ years,Remote,current
E03516,2026-04-15,Retirement,Retirement,Engineering,L5–L6,5+ years,Austin,current
E03517,2026-04-15,Retirement,Retirement,Engineering,L5–L6,5+ years,Raleigh,current
E03518,2026-04-15,Retirement,Retirement,Engineering,L5–L6,5+ years,Remote,current
E03701,2026-04-15,Position eliminated,Involuntary,Engineering,L5–L6,5+ years,Remote,current
E03702,2026-04-15,Position eliminated,Involuntary,Engineering,L5–L6,5+ years,Austin,current
E03703,2026-04-15,Position eliminated,Involuntary,Engineering,L5–L6,5+ years,Raleigh,current
E03704,2026-04-15,Position eliminated,Involuntary,Engineering,L4,5+ years,Remote,current
E03705,2026-04-15,Position eliminated,Involuntary,Engineering,L7+,5+ years,Austin,current
E03706,2026-04-15,Position eliminated,Involuntary,Engineering,L5–L6,5+ years,Raleigh,current
E03707,2026-04-15,Position eliminated,Involuntary,Engineering,L5–L6,5+ years,Remote,current
E03708,2026-04-15,Position eliminated,Involuntary,Engineering,L5–L6,5+ years,Austin,current
E03709,2026-04-15,Position eliminated,Involuntary,Engineering,L4,5+ years,Raleigh,current
E03710,2026-04-15,Position eliminated,Involuntary,Engineering,L7+,5+ years,Remote,current
E03711,2026-04-15,Position eliminated,Involuntary,Engineering,L5–L6,5+ years,Austin,current
E03712,2026-04-15,Position eliminated,Involuntary,Engineering,L5–L6,5+ years,Raleigh,current
E03713,2026-04-15,Position eliminated,Involuntary,Engineering,L5–L6,5+ years,Remote,current
E03714,2026-04-15,Position eliminated,Involuntary,Engineering,L4,5+ years,Austin,current
E03715,2026-04-15,Position eliminated,Involuntary,Engineering,L7+,5+ years,Raleigh,current
E03716,2026-04-15,Position eliminated,Involuntary,Engineering,L5–L6,5+ years,Remote,current
E03717,2026-04-15,Position eliminated,Involuntary,Engineering,L5–L6,5+ years,Austin,current
E03718,2026-04-15,Position eliminated,Involuntary,Engineering,L5–L6,5+ years,Raleigh,current
E03719,2026-04-15,Position eliminated,Involuntary,Engineering,L4,5+ years,Remote,current
E03720,2026-04-15,Position eliminated,Involuntary,Engineering,L7+,5+ years,Austin,current
E03721,2026-04-15,Position eliminated,Involuntary,Engineering,L5–L6,5+ years,Raleigh,current
E03722,2026-04-15,Position eliminated,Involuntary,Engineering,L5–L6,5+ years,Remote,current
E03723,2026-04-15,Position eliminated,Involuntary,Engineering,L5–L6,5+ years,Austin,current
E03724,2026-04-15,Position eliminated,Involuntary,Engineering,L4,5+ years,Raleigh,current
E03725,2026-04-15,Position eliminated,Involuntary,Engineering,L7+,5+ years,Remote,current
E03726,2026-04-15,Position eliminated,Involuntary,Engineering,L5–L6,5+ years,Austin,current
E03727,2026-04-15,Position eliminated,Involuntary,Engineering,L5–L6,5+ years,Raleigh,current
E03728,2026-04-15,Position eliminated,Involuntary,Engineering,L5–L6,5+ years,Remote,current
